qid,query,answer_relation,answer_norm,answer_metric,answer_type,query_entity,relation,context
2375,how many lexus isf were produced,=,12000.0,,,"('lexus', 'lexus isf')",produced,()
3831,how many null keys are allowed in hashmap,=,1.0,,null key,"('hashmap',)",allowed,()
3588,how many nbn connections can i have,=,4.0,,nbn connection,(),can,()
5260,how many nukes does the uk have,=,120.0,,nuke,"('uk',)",,()
1483,how many fax machines are there in the uk,=,43000000.0,,fax machine,"('uk',)",,"('there',)"
4007,how many tribes in omo valley,=,8.0,,tribe,"('omo', 'omo valley')",,()
4049,how many lawyers does orrick have,=,990.0,,lawyer,(),orrick,()
1237,how many edsel cars were made,=,44891.0,,edsel car,(),made,()
1047,how many dvd volumes of naruto are there,=,16.0,,dvd volume,"('naruto',)",,"('there',)"
5562,how many wbc are there in human body,=,4500.0,,wbc,(),,"('human', 'there', 'body')"
4356,how many levels in qbert,=,9.0,,level,"('qbert',)",,()
5343,how many ussr died in ww2,=,26000000.0,,,"('ussr', 'ww2')",died,()
4889,how many srm colleges in india,=,3.0,,srm college,"('india',)",,()
2245,how many ayat in surah ikhlas,=,4.0,,ayat,"('surah',)",,"('ikhlas',)"
2015,how many hrci credits for shrm membership,=,3.0,,hrci credit,"('shrm',)",,"('membership',)"
2606,how many jr lines in tokyo,=,5.0,,line,"('tokyo', 'jr')",,()
2550,how many jila in india,=,720.0,,,"('jila', 'india')",jila,()
5094,how many employees does tfl have,=,28000.0,,employee,(),,"('tfl',)"
4217,how many pnc branches are there,=,2400.0,,pnc branch,(),,"('there',)"
3793,how many nsu ro80 made,=,37398.0,,nsu,"('ro80',)",made,()
1164,how many rakat in zuhr,=,4.0,,rakat,(),,"('zuhr',)"
4404,how many does qudos arena hold,=,21000.0,,,"('qudos arena',)",hold,()
1983,how many hnwi are there in the us,=,5280000.0,,hnwi,"('us',)",,"('there',)"
3910,how many times was o'brien shot,=,2.0,,time,"(""o'brien"",)",shot,()
3214,how many lvb branches in india,=,569.0,,lvb branch,"('india',)",,()
3499,how many muzaini branches in mahboula,=,92.0,,muzaini branch,"('mahboula',)",,()
4180,how many pilots does delta have,=,13082.0,,pilot,"('delta',)",,()
2247,how many words in surah ikhlas,=,17.0,,word,"('surah',)",,"('ikhlas',)"
130,how many aircraft carriers does the us have,=,19.0,,aircraft carrier,"('us',)",,()
1735,how many gun owners in the united states,=,393000000.0,,gun owner,"('united', 'the united states')",,()
4220,how many pnb branches in india,=,10910.0,,branch,"('pnb', 'india')",,()
765,how many ck2 dlcs are there,=,15.0,,ck2 dlc,(),,"('there',)"
3075,how many letters are in the english alphabet,=,27.0,,letter,"('english',)",,"('alphabet',)"
693,how many currency chest in india at present,=,4075.0,,currency chest,"('india',)",,"('present',)"
5365,how many branches of utkarsh bank,=,499.0,,branch,"('utkarsh bank',)",,()
759,how many counties are there in texas,=,254.0,,county,"('texas',)",,"('there',)"
4142,how many pediatricians in the us,=,91915.0,,pediatrician,"('us',)",,()
3429,how many msas are there in the us,=,392.0,,msa,"('us',)",,"('there',)"
508,blw how many meals a day,=,2.0,,blw,(),,"('meals', 'day')"
335,how many au is pluto from the sun,=,39.5,,pluto,"('au',)",,"('sun',)"
6018,how many zizzi restaurants in uk,=,160.0,,zizzi restaurant,"('uk',)",,()
2347,how many irelands fit in california,=,70273.0,,,"('fit', 'california')",irelands,()
2864,how many kleenex in a box,=,75.0,,kleenex,(),,"('box',)"
848,how many cpc modules are there,=,4.0,,module,"('cpc',)",,"('there',)"
5883,how many wineries in santa ynez,=,120.0,,winery,"('santa ynez', 'santa')",,()
1342,how many epa superfund sites in us,=,1344.0,,site,"('epa',)",superfund,()
5070,how many tokyo ghoul books are there,=,13.0,,book,"('tokyo ghoul', 'tokyo')",,"('there',)"
1542,how many fha loans,=,1.0,,loan,"('fha',)",,()
3089,how many lessons in duolingo french,=,364.0,,lesson,"('duolingo', 'french')",,()
2322,how many iowa players are in the nfl,=,43.0,,iowa player,(),,"('nfl',)"
1002,how many detroit become human endings,=,85.0,,human ending,"('detroit',)",become,()
633,how many cake mixes for 13x9 pan,=,2.0,,cake mix,(),,"('13x9', 'pan')"
4152,how many alaskans get pfd,=,671364.0,,,"('alaskans', 'pfd')",get,()
218,how many a&w restaurants are there in the us,=,1000.0,,restaurant,"('a&w', 'us')",,"('there',)"
6052,how many rakat zuhr prayer,=,4.0,,zuhr prayer,"('rakat zuhr',)",,()
20,how many abc stations are there,=,8.0,,station,"('abc',)",,"('there',)"
1410,how many ethnicities in china,=,56.0,,ethnicity,"('china',)",,()
1792,how many grocery stores in the us,=,40000.0,,grocery store,"('us',)",,()
2675,how many judges are on the supreme court,=,6.0,,judge,"('the supreme court', 'supreme')",,()
4040,how many oak trees in uk,=,5.0,,oak tree,"('uk',)",,()
1240,how many education levels are there in spain,=,4.0,,education level,"('spain',)",,"('there',)"
2142,how many ultrasounds does iehp cover,=,2.0,,ultrasound,"('iehp',)",cover,()
1605,how many channels for fpv quadcopter,=,4.0,,channel,"('fpv',)",,"('quadcopter',)"
291,how many asda in uk,=,631.0,,asda,"('uk',)",,()
3988,how many old people are in the us,=,65.0,,old person,"('us',)",,()
670,how many ccgs in london,=,32.0,,ccg,"('london',)",,()
5855,how many yew seeds are fatal,=,50.0,,yew seed,(),,"('fatal',)"
1821,how many govt employees in india,=,21547845.0,,govt employee,"('india',)",,()
2482,how many jcb factories in the uk,=,22.0,,jcb factory,"('uk',)",,()
1552,how many fiat currencies have failed,=,152.0,,fiat currency,(),failed,()
348,how many auxiliary verbs are there in italian,=,3.0,,auxiliary verb,"('italian',)",,"('there',)"
2143,how many ielts band required for canada,=,6.5,,ielts band,"('canada',)",required,()
5042,how many taekwondo kicks are there,=,720.0,,taekwondo kick,(),,"('there',)"
5859,how many worlds on yggdrasil tree,=,9.0,,world,"('yggdrasil',)",,"('tree',)"
17,how many abandoned buildings in detroit,=,70000.0,,building,"('detroit',)",abandoned,()
3516,how many mwh does a house use,=,1.0,,house use,"('mwh',)",,()
4838,how many suns does mars have,=,2.0,,sun,"('mars',)",,()
4613,how many cars burned at rsw airport,=,3500.0,,car,"('rsw',)",burned,"('airport',)"
5661,how many employees does wpp have,=,130000.0,,employee,(),,"('wpp',)"
900,how many cte clusters are offered in mississippi,=,16.0,,cte cluster,"('mississippi',)",offered,()
4700,how many schools in fairfax county,=,196.0,,school,"('fairfax', 'fairfax county')",,()
226,how many aoa vanes on 737 max,=,2.0,,aoa vane,"('max',)",,"('737',)"
1134,how many key fields in dso,=,16.0,,key field,(),,"('dso',)"
2354,how many irish in america,=,34500000.0,,,"('america', 'irish')",,()
5914,how many yukon gold potatoes in 1 lb,=,5.0,,yukon gold potato,(),,"('1',)"
4770,how many single mothers in the us,=,15000000.0,,single mother,"('us',)",,()
3780,how many nsg commandos are there in india,=,7000.0,,nsg commando,"('india',)",,"('there',)"
3015,how many languages are spoken in india,=,780.0,,language,"('india',)",spoken,()
757,how many cisco architects are there,=,192.0,,cisco architect,(),,"('there',)"
1634,how many ftc teams go to worlds,=,1.0,,ftc team,(),go,"('worlds',)"
3508,how many filters in mvc,=,4.0,,filter,"('mvc',)",,()
2992,how many branches of kvb are there in india,=,788.0,,branch,"('india',)",,"('kvb', 'there')"
541,how many bombs were dropped in vietnam,=,260000000.0,,bomb,"('vietnam',)",dropped,()
4631,how many rural hospitals in texas,=,163.0,,rural hospital,"('texas',)",,()
5971,how many zdx sold,=,7191.0,,zdx,(),sold,()
2261,how many cpd points for ils,=,5.0,,cpd point,"('ils',)",,()
2742,how many kavalactones in kava,=,3.0,,kavalactone,"('kava',)",,()
4057,how many oryx in new mexico,=,29.0,,oryx,"('new',)",,"('mexico',)"
4867,how many spc petrol stations in singapore,=,40.0,,spc petrol station,"('singapore',)",,()
3206,how many luas lines in dublin,=,2.0,,luas line,"('dublin',)",,()
5494,how many voyages did ferdinand magellan go on,=,5.0,,voyage,"('ferdinand magellan',)",go,()
731,how many cfm for range hood,=,100.0,,cfm,"('range',)",,"('hood',)"
2241,how many ikeas are there in utah,=,26.0,,ikea,"('utah',)",,"('there',)"
2710,how many episodes in jyu-oh-sei,=,11.0,,episode,"('jyu', 'oh')",,"('sei',)"
1263,how many egt sensor on ford 6.7,=,4.0,,egt sensor,"('ford',)",,"('6.7',)"
2527,how many jfk siblings,=,8.0,,jfk sibling,(),,()
2933,how many krispy kremes are there in the us,=,361.0,,krispy kreme,"('us',)",,"('there',)"
5666,how many rwc has nz won,=,53.0,,rwc,(),won,"('nz',)"
1280,how many eircodes in ireland,=,3.0,,eircode,"('ireland',)",,()
4835,how many ann taylor stores are closing,=,1100.0,,store,"('ann taylor',)",closing,()
2897,how many koalas died in the australian fires,=,25000.0,,australian fire,"('koalas',)",died,()
5966,how many zcash will there be,=,21000000.0,,zcash,(),will,()
1026,how many diabetics in the us,=,26800000.0,,diabetic,"('us',)",,()
5993,how many bmw zhp were made,=,3314.0,,,"('bmw', 'bmw zhp')",made,()
3094,how many lexus lfa were sold,=,3.0,,,"('lexus', 'lfa', 'lexus lfa')",sold,()
1079,how many dnr officers are in indiana,=,214.0,,dnr officer,"('indiana',)",,()
1157,how many terminals does dtw have,=,2.0,,terminal,"('dtw',)",,()
5876,how many drops of ylang ylang in a diffuser,=,2.0,,drop,"('ylang ylang',)",,"('diffuser',)"
863,how many cpr cycles in 2 minutes,=,5.0,,cpr cycle,(),,"('minutes', '2')"
4186,how many pioneers used the oregon trail,=,80000.0,,pioneer,"('oregon',)",used,"('trail',)"
12,how many aaron's stores are there,=,1864.0,,store,"('aaron',)",,"(""'s"", 'there')"
5151,how many members does tyt have,=,27000.0,,member,(),tyt,()
3415,how many mines in mpumalanga,=,127.0,,mine,"('mpumalanga',)",,()
353,how many differentials in awd,=,2.0,,differential,"('awd',)",,()
5493,how many vox cinemas in uae,=,514.0,,cinema,"('vox', 'uae')",,()
3380,how many seats mns won in 2014,=,1.0,,seat,"('mns',)",won,"('2014',)"
5010,how many texas chainsaw movies are there,=,8.0,,movie,"('texas chainsaw', 'texas')",,"('there',)"
2125,how many idioms are there in the english language,=,25000.0,,idiom,"('english',)",,"('there', 'language')"
4951,how many tafes are there in victoria,=,5.0,,tafe,"('victoria',)",,"('there',)"
4926,how many seats in scotland,=,59.0,,seat,"('scotland',)",,()
1500,how many terminals at fco airport,=,3.0,,terminal,"('fco',)",,"('airport',)"
2462,how many jauhar in chittorgarh,=,3.0,,jauhar,"('chittorgarh',)",,()
4639,how many full time rvers are there in the us,=,1000000.0,,full time rver,"('us',)",,"('there',)"
4135,how many gates does pdx have,=,52.0,,gate,"('pdx',)",,()
3449,how many msu players are in the nba,=,6.0,,msu player,"('nba',)",,()
2422,how many justices are on the supreme court,=,9.0,,justice,"('the supreme court', 'supreme')",,()
23,how many abc stores in waikiki,=,34.0,,store,"('abc', 'waikiki')",,()
5421,how many counties in maryland,=,23.0,,county,"('maryland',)",,()
3044,how many latin words are there,=,40000.0,,latin word,(),,"('there',)"
5011,how many texas counties,=,254.0,,county,"('texas',)",,()
903,how many ctns are in the navy,=,1900.0,,ctn,(),,"('navy',)"
5395,how many uzbeks in korea,=,1000.0,,uzbek,"('korea',)",,()
2829,how many kia in afghanistan,=,2372.0,,kium,"('afghanistan',)",,()
3853,how many nz in australia,=,192037.0,,,"('australia',)",,()
4723,how many sez in china,=,5.0,,sez,"('china',)",,()
4466,how many rdx used in pulwama,=,80.0,,rdx,(),used,"('pulwama',)"
5187,how many u boats in ww2,=,1162.0,,u boat,"('ww2',)",,()
795,how many copies of cmr are there,=,3.0,,copy,(),,"('there', 'cmr')"
368,how many ayat in surah nisa,=,176.0,,ayat,"('surah',)",,"('nisa',)"
2650,how many juniors are in the us,=,50800000.0,,junior,"('us',)",,()
4816,how many smiths in the us,=,3053623.0,,smith,"('us',)",,()
135,how many aibo sold,=,1500000.0,,aibo,(),sold,()
172,how many aldi stores are there in the us,=,2000.0,,aldi store,"('us',)",,"('there',)"
4764,how many sikhs in canada,=,500000.0,,sikh,"('canada',)",,()
5913,how many keys can yubikey store,=,25.0,,key,(),yubikey,"('store',)"
4475,how many regions are in the united states,=,5.0,,region,"('united', 'the united states')",,()
2279,how many indian tribes are there,=,574.0,,indian tribe,(),,"('there',)"
5662,how many washington townships are in new jersey,=,5.0,,township,"('washington', 'new jersey', 'new')",,()
4434,how many ravens are in the tower of london,=,7.0,,raven,"('london', 'tower')",,()
2523,how many students appeared for jexpo 2018,=,66152.0,,student,"('jexpo',)",appeared,"('2018',)"
860,how many kpop stans are there,=,300000.0,,kpop stan,(),,"('there',)"
4306,how many push ups for navy,=,51.0,,up,"('navy',)",push,()
574,how many bsl 4 labs are in the us,=,13.0,,bsl,"('us',)",,"('4', 'labs')"
1348,how many epl games,=,38.0,,epl game,(),,()
944,how many cycles of cpr,=,5.0,,cycle,(),,"('cpr',)"
30,how many accountants in the us,=,1300000.0,,accountant,"('us',)",,()
3251,how many mayors are democrats,=,35.0,,mayor,"('democrats',)",,()
3658,how many nh are there in india,=,87.0,,nh,"('india',)",,"('there',)"
840,how many cows are in the us,=,93300000.0,,cow,"('us',)",,()
1936,how many hiking trails in the us,=,1244.0,,hiking trail,"('us',)",,()
1039,how many diurex max can i take,=,1.0,,,"('max',)",take,"('diurex',)"
1299,how many ell students are in florida,=,265000.0,,ell student,"('florida',)",,()
1881,how many hdfc atm in india,=,2952.0,,hdfc atm,"('india',)",,()
4963,how many tanks does russia have,=,5800.0,,tank,"('russia',)",,()
5158,how many students at uaa,=,14004.0,,student,"('uaa',)",,()
3284,how many degrees are in mdb,=,44.0,,degree,"('mdb',)",,()
3891,how many oaps are there in the uk,=,12000000.0,,oap,"('uk',)",,"('there',)"
732,how many cows in the us,=,94800000.0,,cow,"('us',)",,()
2968,how many kul in hindu,=,36.0,,,"('kul', 'hindu')",,()
5280,how many ulster bank branches in northern ireland,=,146.0,,bank branch,"('northern', 'northern ireland')",,"('ulster',)"
5303,how many upi are there,=,142.0,,,"('upi',)",,"('there',)"
1199,how many easter eggs are on a jeep wrangler,=,20.0,,easter egg,"('jeep',)",,"('wrangler',)"
2219,how many nift colleges are there in india,=,16.0,,nift college,"('india',)",,"('there',)"
1248,how many buc-ee's in texas,=,35.0,,,"('ee', 'texas')",,"('buc', ""'s"")"
3989,how many olympian gods are there,=,12.0,,olympian god,(),,"('there',)"
2946,how many planets in ksp 2,=,6.0,,planet,"('ksp',)",,"('2',)"
58,how many aed shocks before cpr,=,3.0,,aed shock,(),,"('cpr',)"
5801,how many puffs in xopenex inhaler,=,200.0,,puff,"('xopenex',)",,"('inhaler',)"
5561,how many wbc in urine for uti,=,4.0,,urine,"('uti', 'wbc')",,()
2878,how many gears does a klx140l have,=,5.0,,gear,(),,"('klx140l',)"
3405,how many users does mpesa have,=,37000000.0,,user,(),mpesa,()
1618,how many countries speak french,=,29.0,,country,"('french',)",speak,()
620,how many left citroen bx,=,2500000.0,,citroen bx,(),,"('left',)"
4890,how many srm university in india,=,3.0,,,"('india', 'srm university')",,()
5903,how many trucks does yrc have,=,8400.0,,truck,"('yrc',)",,()
5443,how many vfw posts are there in the united states,=,1600000.0,,vfw post,"('the united states', 'united')",,"('there',)"
648,how many cba branches in australia,=,1000.0,,cba branch,"('australia',)",,()
1970,how many homeless people in america,=,553742.0,,homeless person,"('america',)",,()
3095,how many lexus sc430 were made,=,80000.0,,,"('sc430', 'lexus', 'lexus sc430')",made,()
1619,how many regions in france,=,18.0,,region,"('france',)",,()
3210,how many floors luigi's mansion 3,=,17.0,,floor,"('luigi',)",,"('mansion', '3', ""'s"")"
5955,how many seasons of zatch bell,=,150.0,,season,"('zatch bell', 'zatch')",,()
1073,how many employees does dnfsb have,=,130.0,,employee,"('dnfsb',)",,()
2206,how many stations does iheartmedia own,=,855.0,,station,"('iheartmedia',)",own,()
2757,how many employees does kbr have,=,38000.0,,employee,(),kbr,()
3375,how many types of mnd,=,4.0,,type,"('mnd',)",,()
1789,how many grizzly bears are in california,=,500.0,,grizzly bear,"('california',)",,()
2518,how many jets does the us military have,=,13000.0,,jet,"('us',)",,"('military',)"
5218,how many planes at udvar hazy,=,169.0,,plane,"('udvar', 'udvar hazy')",,()
500,how many bj's clubs are there,=,215.0,,club,"('bj',)",,"(""'s"", 'there')"
754,how many cima members are there,=,106095.0,,cima member,(),,"('there',)"
1852,how many hbo max profiles,=,5.0,,profile,"('hbo', 'hbo max')",,()
4999,how many telescopes on mauna kea,=,13.0,,telescope,"('mauna',)",,"('kea',)"
4698,how many schools are in the us,=,130930.0,,school,"('us',)",,()
5943,how many zara stores are there worldwide,=,2250.0,,store,"('zara',)",,"('worldwide',)"
1353,how many epl teams make the champions league,=,4.0,,epl team,(),make,"('league', 'champions')"
4851,how many soldiers are missing from fort hood,=,4.0,,soldier,"('fort', 'fort hood')",missing,()
2963,how many kurds live in turkey,=,15000000.0,,,"('kurds', 'turkey')",live,()
5956,how many seasons of zatch bell are there,=,150.0,,season,"('zatch bell',)",,"('there',)"
107,how many afw stores are there,=,14.0,,afw store,(),,"('there',)"
3276,how many mcpons have there been in the navy,=,13.0,,mcpon,(),,"('navy',)"
5866,how many yiddish speakers in america,=,150000.0,,yiddish speaker,"('america',)",,()
